moves
6890
13222
1381
2373
1484
3434
28046
1883
4276
3005
6427
9473
5169
5007
889
37766
2862
4271
1726
6189
18557
7694
3815
7060
2929
10636
3987
5206
4227
43235
20898
1629
10669
28669
7991
2810
7623
14575
23331
1048
2980
9085
3681
13778
11308
10494
474
5673
3731
7016
12058
4297
1476
3540
16857
45406
7021
5524
17199
2853
4174
3050
2628
3137
6472
2151
4748
2002
10266
927
14581
10153
4436
1462
10086
4543
25011
3366
635
18913
2403
15805
6224
10425
916
5745
1478
2109
36496
5169
4911
3526
21024
4927
588
894
13548
12967
401
22934
25084
22856
16656
1159
2860
1943
27421
10996
3080
7902
8476
7747
6735
7611
7006
5122
25362
2705
3658
17955
9430
14339
1434
13025
4705
3891
2791
45094
2400
12242
2159
22088
14448
7096
5196
9109
5799
1251
14877
7780
2588
1419
798
15786
11726
758
10051
31092
54623
11383
7993
1488
3031
4455
9012
4389
13413
14152
372
527
35033
10864
1607
1518
4507
493
567
4041
32317
19357
5542
6646
10538
6923
11289
16729
4799
48899
26735
5599
6962
5449
12543
4085
7576
26143
11154
49733
3511
14309
4489
11717
7705
8474
4014
9323
6327
17116
22614
16615
10964
3300
3363
6059
17225
38723
1268
10946
17610
3151
7371
4426
38885
4199
361
9635
9889
8682
2633
19211
1037
4831
1386
4449
3418
13939
3439
11702
3400
2114
30109
7720
396
29897
11205
14514
4411
6243
17739
6237
41289
8815
9576
18220
7070
7913
10286
19827
2169
20591
2503
14291
22709
3181
1028
785
2356
10696
10065
7347
57594
6088
16132
925
653
17901
587
3823
3365
8797
41613
13277
3511
6244
10564
18696
5824
15531
1124
12031
7254
17950
1640
12562
6623
15307
9429
414
38253
357
7790
6472
9837
2050
17539
4158
34603
13041
4325
15150
20223
15871
5927
7531
2069
32035
2360
12447
52382
462
40037
4871
50871
5341
7702
1519
3126
19455
2383
4357
15735
41547
19197
974
17755
5363
13639
8260
6207
1067
2253
62511
8895
2210
20711
37304
16964
6479
15028
15745
17989
12692
41179
23777
5273
1599
17757
7690
22127
3027
4695
9681
15357
2110
3796
8765
18290
1033
1789
6888
1729
9653
22407
10353
4838
6774
425
8341
329
16253
1359
15184
8546
10189
3269
1485
7869
12449
3814
8690
8321
3035
20433
6024
1208
6327
12442
16336
6290
894
9974
14083
15803
7334
6540
8637
7470
17513
6587
8530
3708
1705
975
27887
5853
5587
503
9190
9003
490
14926
1087
2335
14203
16121
14154
6952
21046
35952
2657
1170
13204
2625
639
884
13616
17174
7385
3729
8477
2149
9125
8923
10555
57542
6948
4242
10129
13111
4871
10937
2327
21413
4041
7037
9911
10040
902
2072
3683
16428
13273
3430
869
8049
41679
1631
20430
2231
1220
42039
6108
883
4906
5922
1263
612
13154
20905
50630
22354
10538
1379
10704
3425
1491
698
1005
19416
1060
3313
513
26238
2655
717
38758
37755
5787
15614
23177
6480
14919
2816
7656
1917
41469
32915
308
17792
2660
2962
2247
5957
5459
6637
16906
5544
4154
39306
26720
1413
5386
27755
1501
30292
3415
9612
4628
982
3582
1157
4921
3357
22780
7861
5582
18718
8148
10632
1498
935
8960
19913
25307
9500
1094
2043
1101
1327
5855
12008
11023
24668
7581
1654
23995
16673
9538
2023
27623
17576
11303
5731
9664
28371
6229
2218
71132
7740
2817
49781
10287
23005
11666
719
2400
12485
11301
4412
10793
6068
970
3582
35950
2289
27546
9117
6506
4519
2052
35529
14459
2598
1310
14149
1180
12098
6220
19314
9957
41794
30420
13213
3055
19827
3875
10959
17598
19101
20768
16126
5778
10484
10439
741
997
3173
23383
1845
13889
8847
14886
17631
4839
11703
4535
2224
5242
4197
899
11946
15746
44425
5866
3215
1127
19848
10625
8321
4846
6516
10998
14013
9588
3271
5843
3543
2168
13558
3589
8053
2358
38469
48579
8292
11514
36321
1148
7812
2894
6849
22385
4968
2066
19271
14685
2219
17219
2773
13575
13377
4490
18607
21550
19206
16039
12833
58433
904
9721
17715
8695
6098
5285
27866
2368
17518
14762
3734
5208
52351
4672
6482
1356
17956
6929
11143
15663
5123
31643
31345
1439
9313
20640
3306
3457
3243
1476
13132
15127
13713
6931
22117
1675
7263
2557
5753
2238
9185
6410
1327
1903
5296
59884
8933
2258
9899
6761
3572
1381
3813
6578
19232
20151
2955
7643
1213
18505
2938
10403
5592
4091
13183
1837
307
7427
18138
1563
27922
891
4978
9901
7418
1759
24092
1891
9916
1406
37545
6473
39290
6197
4668
4718
6572
10787
1129
895
1038
16595
13328
7093
13428
12721
1575
5638
2626
1615
6009
9070
43192
9988
9952
983
1196
24072
13652
2630
3201
20200
27825
1190
17599
20467
3670
37378
43212
167
2034
4282
19628
2264
17021
11709
21336
3197
29649
27716
10853
29313
19514
5773
837
12575
4731
17920
3825
10381
20935
618
10529
14232
1125
7478
15179
760
21910
17183
6181
1325
2395
9189
15912
8114
1589
6938
23974
4711
12216
45777
5678
15764
17930
3321
6492
11140
9557
21216
3985
8257
6457
5836
9773
2616
29620
17100
3882
7538
9661
5927
9078
14113
56345
37466
43332
1205
2778
40143
1263
13787
4577
14673
4537
1642
6939
5852
3487
1307
1752
21479
9998
13233
21210
38828
43324
2312
17291
1216
27685
12954
5202
9722
35430
836
7720
7841
28280
739
1674
5537
4708
25039
26745
14524
7743
9038
45700
27869
5583
20585
21105
3776
2033
8230
2628
17489
39993
8252
8489
12807
11523
2664
229
6893
20132
12406
6007
7391
2229
2443
10898
7442
4947
33386
15744
5931
14740
1756
679
3093
2688
7383
1784
23250
1514
6417
10592
10906
28484
3896
4074
17233
23460
24855
4949
10949
27053
11005
14420
2545
2181
6335
2425
24909
26573
13141
5467
9105
6677
236
15499
19161
24359
10694
6844
11346
2360
19318
3305
5514
1147
25428
4196
1870
15787
7406
9451
4943
436
4154
7695
19665
10326
21198
41738
10240
1709
9689
32838
1630
3833
4665
8864
824
5338
26199
4205
3305
7082
15842
1643
3919
3993
14387
3810
8185
8247
5119
35861
24205
3910
4338
8113
8211
6961
823
2778
3704
357
5907
2690
5997
9674
6353
1823
25677
3202
9785
4559
5300
5475
16731
2864
5097
18182
14149
33369
2930
11285
1966
1714
1932
15815
3690
30154
21479
11053
7930
15749
3683
7853
4918
20666
9606
4860
50152
5260
11697
25358
33088
2179
8426
7715
20210
9985
61911
18480
18982
16131
1795
8369
20962
16535
1426
864
13224
797
7608
21484
3927
4785
23083
10856
2857
12880
17546
12191
8844
4559
1688
12949
13917
12211
2475
5576
19350
2108
33847
15602
5795
13660
503
15223
28977
17704
15736
10925
7171
10495
4621
12435
4652
7025
40014
7923
707
8638
33346
10015
1683
7344
20859
17943
3871
7703
2419
15933
14307
13952
1377
21878
8408
10815
12484
30337
4343
23911
8937
50869
25599
13420
5706
8723
31653
3201
10821
34435
977
8786
1884
12397
3335
12254
469
2441
10044
1925
7360
12135
20707
12555
2264
406
15036
4723
24246
19405
14592
3561
5933
11377
19693
32127
3190
2371
14122
2181
955
7853
2673
5163
8604
11026
5418
11064
12762
3362
16851
2069
41605
6329
14549
1995
14226
576
4648
421
3521
11641
30061
8702
11902
6713
7432
17345
3526
7827
6671
16745
12350
16508
8176
8232
25973
24813
1239
6623
1911
4042
1366
1401
34959
2927
3368
10250
9337
4751
19361
23069
1669
4038
523
1110
19719
14037
1721
2948
17642
29303
45208
3766
27813
21179
9460
2051
9839
8313
15969
4627
8732
1370
26455
346
1104
35190
1967
9589
657
2292
17155
18325
2141
12145
1072
22291
2407
14833
10661
47871
21884
16686
9411
19365
9929
1841
2842
19909
20256
246
2696
34388
3471
29979
4584
13395
14331
3866
8892
1511
17274
23917
19402
1217
21750
17602
29352
4059
18245
796
4125
45987
9846
1553
6024
19263
16700
604
2335
2960
600
6594
420
3629
25218
2442
3169
4126
13286
10933
28880
19374
1421
3486
1395
13078
684
368
1915
8083
4049
3115
16795
6374
641
3017
14127
13801
21446
9611
5459
3395
5838
6187
8377
7763
3152
12149
10978
1701
40909
4167
1948
29591
10118
51601
15947
19588
409
12719
38775
7601
4089
25434
21499
20595
18878
3094
23312
15191
6074
49292
4385
13983
4362
4838
52031
40404
6232
15852
268
3915
27945
3753
1666
4205
20383
61636
1848
18649
9385
8586
1762
14583
4492
7922
4011
16904
9067
3089
533
10052
32113
121
1317
1622
26121
5608
7176
9102
15316
9348
9257
559
5714
4077
21285
9314
8802
30808
28821
1830
5549
6559
29302
14172
11923
626
4551
2077
565
5882
2979
4189
14680
2911
6025
14621
6090
10496
5401
4432
5905
4505
23782
14405
6427
24237
21995
22873
18992
12023
3850
2686
11971
858
4120
4620
4087
5483
18302
5991
25115
3075
33884
786
12627
5868
5131
3332
21487
8400
9210
11427
2181
16855
10113
21507
7584
3955
6859
1373
3596
797
44239
16365
23166
11675
44947
3306
6113
15371
21558
7299
916
387
7815
9814
3682
8888
11255
1006
5224
4957
3108
9876
3513
20404
16609
3884
4906
2001
16254
14725
8573
3500
2960
2710
14612
9462
3833
11340
3745
28925
23190
28571
4427
9857
7300
11881
23739
13412
4909
1055
40166
3301
4892
6370
8193
28319
1707
7093
4855
16925
763
750
4121
16814
27812
10531
19534
4990
2165
6775
30047
18216
25062
3781
15848
35562
2359
9725
9027
49962
7993
6009
23881
10833
3546
11945
16763
8240
25023
2779
1519
39118
13124
1126
8091
5856
12517
7800
17316
906
9461
1166
22144
3816
12301
1548
2640
5982
13382
11812
3587
13315
7558
2562
2849
8207
2971
6685
25166
7181
27376
8795
3944
2174
12643
1398
65634
15002
10235
10100
1357
3776
1925
3977
7160
8930
35967
44247
26485
1035
3485
10448
20141
11405
23138
17257
19385
3570
27291
1427
3690
7582
4550
4426
3121
9535
