moves
1440
3212
3327
1217
2696
1276
1789
3285
5393
3036
4149
3769
3504
3083
3963
1754
1219
4556
1708
3502
2788
3001
4547
2447
4813
4546
3203
3060
2980
4651
3985
1824
2284
2274
2125
5980
4439
4330
2936
3865
3568
4371
1009
3945
1482
3106
2236
3881
3454
3854
3394
637
4160
3172
1121
1252
1333
1193
2996
2280
1038
837
932
5177
3696
2144
1619
2897
1485
6254
2679
2480
3924
3089
3773
802
3709
1265
2158
1936
2594
2959
3324
3116
2309
3730
6074
2292
2544
1811
819
2766
1054
5290
1392
1865
3949
742
1348
1502
1871
913
2702
3457
2276
2405
714
952
3671
2139
5694
3321
1470
8360
2785
4321
2213
3238
831
546
5388
1334
2260
2143
3503
1022
2224
4054
3891
2054
4413
3888
4001
1744
4410
736
3273
8542
2993
9197
2328
3078
3696
1955
1206
2981
4697
4620
1278
1421
2021
1767
3294
1873
2938
7357
1397
6902
1608
2961
3984
4778
2097
4781
3241
1072
3246
3754
788
1628
1080
887
2103
800
4056
1379
1092
5442
1408
1867
3858
1969
1694
3704
4012
5127
2036
2156
4642
1312
2348
2382
1942
4845
3585
3931
7344
4914
3782
5000
1905
3835
4728
3857
3143
2619
1534
5595
2192
5366
1261
4934
858
2430
1821
540
3038
3275
3655
1204
1331
3563
3281
3885
1651
3248
2262
4081
5646
1472
2105
3294
2960
1419
2965
921
1978
1739
1943
1734
2486
2835
4771
4973
1420
2769
2906
6232
1028
2671
2186
2206
2591
1811
4207
1968
3951
1238
2871
900
2068
3149
1220
1962
1388
5204
3245
2732
2370
3726
5916
2641
3072
3370
2635
2548
907
4928
2321
2263
1740
3772
2989
1045
1445
4294
3015
1982
1652
1816
4640
4967
1262
3307
824
2245
3915
2778
2065
2005
4261
2724
2282
8616
3141
2034
3827
2100
3348
1785
2265
3200
8545
2689
3950
948
4782
4264
3518
1515
1638
2225
1371
2173
4307
2369
958
3406
2535
4409
434
1696
3272
1000
2764
1130
3184
7387
3156
3356
5609
946
1715
4508
5265
2839
1967
4320
1096
2155
2300
4773
2055
3879
1400
907
2649
881
2281
2131
3867
2224
2305
4175
1550
2025
1625
4273
3309
2323
3623
2063
4841
5591
2433
3194
3479
2275
2107
647
2984
5481
1240
3242
2187
3606
3692
1486
1842
3558
1721
2892
2576
2873
2143
1519
5782
2544
5270
2080
1357
3109
1394
5232
5031
1533
2353
1358
2394
3137
1180
5970
3194
2504
2165
3604
4415
3488
2477
3513
1467
4379
1885
3491
1313
4417
1747
4016
3186
6109
2277
6348
3299
1894
5339
3990
1115
957
2859
4725
3990
2344
3585
4835
6645
3052
2875
2423
2543
1891
3324
3409
1823
1628
2687
1265
2963
3044
2824
4787
2085
1360
4611
944
2105
2659
2906
4301
1847
2985
1925
1349
1006
3187
3862
1996
1857
1769
2497
3446
1335
7246
1646
5347
2654
3264
2442
5631
402
2932
3688
2515
5612
2677
3043
2170
4388
3373
792
1993
1565
2964
1331
3252
3690
1615
2210
1901
2403
2190
874
1524
2984
4478
3716
2500
3412
3569
1425
3745
2535
3348
5199
6710
2980
1279
4476
2216
2490
3749
4573
5872
1514
3437
3766
2756
3703
2753
2955
1958
6850
2596
2340
2487
2005
3329
3079
1809
4688
781
1784
1240
1141
1629
4463
2398
4714
2613
1562
4118
1661
2900
2349
2306
1176
2997
875
4717
2639
1258
1125
1969
3179
3645
5926
3705
2829
2311
6006
4390
6394
1367
2739
1016
890
6387
1465
3247
716
4341
2376
804
4840
5244
3087
4961
4626
818
2196
4905
4600
2399
3647
3073
5514
6492
999
940
495
999
3967
5190
4504
4198
4698
4703
2805
1348
2977
2337
3088
1723
3475
1918
2524
1978
2383
2553
2591
2274
4058
3745
2932
3424
2796
6099
2657
2376
1801
3080
1740
1281
1502
2360
1959
2618
2649
1431
2638
3329
5801
949
2482
996
5414
2795
1426
865
4332
1790
2882
2918
1352
2297
2312
1142
1145
1924
3355
3020
2603
2752
3036
4939
1442
4517
5824
4037
1617
2477
1078
3171
3874
4879
5610
1844
1588
4640
837
2418
1828
639
1392
776
1862
1211
2556
3495
1391
1916
3376
2577
3526
864
3223
3088
3644
7075
1247
4373
3592
1087
3061
4384
6194
2276
3293
1079
2398
2773
2156
2257
1333
2131
2467
2372
4608
2127
3564
6631
1799
3338
1752
4182
3884
2578
5893
5104
3442
5482
3746
5125
1715
1259
2312
1217
4622
4732
1304
3523
1607
523
3585
2955
5109
5477
2607
1893
1845
2405
3740
1943
2688
664
1246
1023
1961
1713
2563
2764
3249
3503
3170
700
3519
3778
2574
1937
3792
3449
5956
1862
7110
2937
5173
1749
3097
2089
601
2203
4164
2078
2239
5362
1512
2993
3485
1689
1894
4181
2431
1538
2500
1221
2255
1819
2903
2112
3966
3668
2123
4081
3000
3402
3204
2523
4373
3751
3329
977
5092
3875
4873
4569
1289
2049
2138
1359
612
3487
4690
3411
4022
2309
1029
2788
1590
4229
311
1245
2184
3339
1260
3842
1623
5009
1869
4077
2181
2621
3560
2466
2170
759
1248
1042
5485
2732
2003
1430
2452
2410
858
1497
983
2367
1855
2676
2390
3190
1830
2115
1814
2578
2629
2068
834
4466
3397
5156
3590
1333
1794
3898
2807
4002
2970
1915
2999
2912
1896
1375
1630
2317
2171
2798
2591
4163
3009
2861
1253
2158
1342
3512
2595
6473
1094
1394
2318
1757
1768
4478
1299
1718
1064
4467
3443
2651
4409
3995
6026
5104
858
1950
5049
3960
6313
1400
3554
5636
2841
467
1146
4705
1259
5766
1667
1368
3931
6737
1645
4940
3450
3647
3935
4437
1444
1754
3373
4683
1847
2344
3238
5631
3961
2286
5928
2841
4497
3388
2206
4953
4819
2912
2546
4765
1880
2482
826
8244
1122
4248
2585
5799
2171
2885
2348
2862
4728
581
2829
3385
5345
1510
2285
1951
2318
6042
1768
3893
3267
1465
2752
2618
1135
3095
1720
1091
2568
2543
1929
5557
3272
906
3493
2401
1751
2670
3324
1572
3186
3879
2373
5118
1326
4685
1958
5605
1027
5595
3224
5902
2031
1795
5083
2809
1165
3627
5129
1685
3945
4364
2478
7432
4203
1187
1519
2341
1993
2282
3184
3871
2478
5710
4577
3635
6041
2761
2321
2909
2706
1466
1443
1357
1370
5396
3763
1062
1239
2660
5812
1700
2197
2640
5080
864
4451
1810
2615
4169
6009
2077
1928
1342
3091
2773
3737
668
1336
1950
2341
2994
2582
2581
741
6822
4652
2831
1747
1310
4223
1264
6196
3596
3562
5763
3018
2776
1848
2471
3687
764
1750
1298
2502
2732
5716
3057
3671
3728
2470
4952
1124
4203
1144
1784
3945
3301
988
896
790
1247
658
3333
2483
1435
3232
3949
464
3872
1186
2840
1248
2874
1844
2680
4987
